length_chars,length_tokens,num_distinct_tokens,num_capital_chars,num_capital_tokens,num_free,num_digits,label
69,16,16,4,0,0,0,ham
48,11,10,2,0,0,0,ham
77,13,12,2,0,0,0,ham
31,6,6,1,0,0,0,ham
34,9,7,1,0,0,0,ham
158,34,32,21,2,2,17,spam
102,17,16,2,0,0,0,ham
157,28,28,23,2,0,18,spam
98,20,19,1,0,0,0,ham
67,15,14,2,0,0,0,ham
26,5,5,2,0,0,0,ham
153,30,25,20,2,0,8,ham
24,6,6,3,0,0,0,ham
140,29,26,2,0,0,0,ham
29,5,5,1,0,0,0,ham
151,31,29,18,2,1,16,spam
100,22,22,1,0,1,0,ham
41,8,8,1,0,0,0,ham
46,11,11,1,0,0,0,ham
64,15,14,4,0,0,0,ham
150,29,29,3,0,0,1,ham
30,6,6,1,0,0,0,ham
60,11,11,2,0,0,0,ham
78,17,16,3,0,0,11,spam
70,16,16,1,0,0,0,ham
29,6,6,1,0,0,0,ham
91,20,19,3,0,0,2,ham
22,5,5,2,0,0,0,ham
26,7,7,3,0,0,0,ham
63,13,10,2,0,0,0,ham
160,26,23,10,0,0,1,ham
50,10,10,10,2,0,0,ham
154,35,29,11,0,0,0,ham
26,6,6,1,0,0,0,ham
33,8,8,2,0,0,0,ham
73,14,13,1,0,0,0,ham
37,10,10,1,0,0,0,ham
22,5,5,2,0,0,0,ham
25,5,5,1,0,0,0,ham
39,7,7,1,0,0,0,ham
31,6,6,1,0,0,0,ham
111,21,19,2,0,0,0,ham
160,33,31,5,0,0,0,ham
28,6,6,1,0,0,0,ham
61,12,11,2,0,0,0,ham
153,26,25,3,0,0,0,spam
23,6,6,1,0,0,0,ham
22,5,5,2,0,0,0,ham
125,22,20,11,2,1,5,spam
149,29,25,4,0,0,0,ham
121,27,21,4,0,0,0,ham
155,27,26,10,1,0,8,spam
37,8,8,1,0,0,0,ham
45,9,9,2,0,0,0,ham
92,17,17,1,0,0,1,ham
70,15,15,3,0,0,0,ham
27,5,5,1,0,0,0,ham
35,8,8,2,0,0,0,ham
43,8,8,1,0,0,0,ham
31,8,8,1,0,0,2,ham
30,5,5,1,0,0,0,ham
118,22,19,4,0,0,0,ham
68,14,14,3,0,0,3,ham
28,6,6,1,0,0,0,ham
36,7,7,1,0,0,0,ham
142,28,20,10,0,0,0,ham
30,9,8,3,0,0,0,ham
120,24,23,13,3,1,17,spam
44,8,8,2,0,0,1,ham
80,17,17,1,0,0,0,ham
127,24,23,13,2,0,24,spam
44,10,10,2,0,0,0,ham
26,5,5,2,0,0,0,ham
66,18,16,2,0,0,0,ham
28,6,6,1,0,0,0,ham
69,16,14,1,0,0,1,ham
43,11,11,2,0,0,0,ham
158,29,28,9,0,0,17,spam
46,11,11,3,0,0,0,ham
153,35,32,34,6,0,0,ham
53,9,9,1,0,0,0,ham
36,8,8,1,0,0,0,ham
50,10,10,2,0,0,0,ham
60,15,14,2,0,0,0,ham
50,12,12,2,0,0,0,ham
158,26,25,8,0,3,21,spam
52,9,9,2,0,0,0,ham
81,16,16,2,0,0,0,ham
26,6,6,1,0,0,0,ham
154,29,27,23,1,0,18,spam
66,12,12,1,0,0,0,ham
48,8,8,1,0,0,0,ham
27,7,7,1,0,0,0,ham
25,6,6,2,0,0,0,ham
161,29,29,18,2,0,3,spam
35,8,8,1,0,0,0,ham
147,30,26,4,0,0,0,ham
137,28,25,4,0,0,0,ham
159,25,25,15,4,0,0,ham
27,5,5,1,0,0,0,ham
36,6,6,2,0,0,0,ham
198,36,34,6,0,0,0,ham
26,5,5,1,0,0,0,ham
33,7,7,1,0,0,1,ham
142,24,21,3,0,0,0,ham
91,13,13,12,1,0,0,ham
45,9,9,1,0,0,1,ham
133,29,27,3,0,0,1,ham
20,4,4,1,0,0,0,ham
121,24,21,16,3,0,0,ham
18,4,4,1,0,0,0,ham
64,15,13,0,0,0,0,ham
52,12,12,2,0,0,0,ham
125,30,29,2,0,0,3,ham
71,15,14,4,0,0,0,ham
150,23,23,24,3,0,27,spam
320,52,46,11,0,0,10,ham
61,16,15,3,0,0,0,ham
127,24,21,4,0,0,0,ham
28,5,5,2,0,0,0,ham
49,11,11,2,0,0,2,ham
23,6,6,1,0,0,0,ham
103,21,20,2,0,0,0,ham
73,16,15,2,0,0,0,ham
120,23,22,4,0,0,0,ham
103,22,22,3,0,0,2,ham
45,10,8,1,0,0,0,ham
61,11,11,2,0,0,0,ham
87,19,18,4,0,0,0,ham
85,18,18,2,0,0,1,ham
48,8,8,2,0,0,12,spam
39,8,8,1,0,0,0,ham
55,13,11,1,0,0,0,ham
159,29,28,28,6,0,14,spam
26,6,6,1,0,0,0,ham
55,10,10,1,0,0,0,ham
134,23,23,9,1,1,5,spam
112,22,21,3,0,0,0,ham
15,4,4,1,0,0,0,ham
40,9,9,1,0,0,0,ham
33,9,9,2,0,0,0,ham
139,34,30,5,0,0,1,ham
22,6,6,1,0,0,0,ham
88,18,17,1,0,0,1,ham
37,8,6,4,0,0,0,ham
41,10,10,1,0,0,0,ham
156,30,26,4,0,0,0,ham
38,9,9,1,0,0,0,ham
381,83,54,11,1,0,0,ham
76,16,15,3,0,0,0,ham
36,7,7,1,0,0,0,ham
90,19,19,2,0,0,0,ham
143,27,25,21,3,0,5,spam
4,2,2,1,0,0,1,ham
26,7,7,0,0,0,0,ham
142,27,26,10,1,0,0,ham
54,11,11,1,0,0,0,ham
34,7,7,1,0,0,0,ham
92,19,18,1,0,0,0,ham
41,8,8,1,0,0,0,ham
25,6,6,1,0,0,0,ham
32,6,6,1,0,0,0,ham
34,7,7,1,0,0,1,ham
52,9,9,2,0,0,4,ham
72,16,16,2,0,0,0,ham
125,27,27,2,0,1,0,ham
136,31,27,98,23,0,2,ham
68,14,14,1,0,0,0,ham
78,14,14,2,0,0,0,ham
9,2,2,7,2,0,0,ham
48,8,8,1,0,0,0,ham
163,27,26,26,3,0,47,spam
120,22,22,24,3,0,0,spam
45,8,8,1,0,0,0,ham
46,9,9,1,0,0,0,ham
28,8,8,2,0,0,0,ham
141,27,26,8,0,0,5,ham
154,30,29,1,0,0,0,ham
47,11,11,1,0,0,0,ham
76,18,17,2,0,0,0,ham
28,5,5,2,0,0,0,ham
39,8,8,1,0,0,0,ham
34,8,7,3,0,0,0,ham
51,10,9,2,0,0,0,ham
25,6,6,1,0,0,1,ham
174,28,19,28,5,0,0,ham
159,29,27,30,4,0,29,spam
115,25,22,3,0,0,1,ham
64,15,15,1,0,0,0,ham
66,16,15,2,0,0,0,ham
161,30,30,12,1,0,24,spam
66,17,15,2,0,0,3,ham
22,5,5,2,0,0,0,ham
59,12,12,2,0,0,1,ham
138,28,27,2,0,0,0,ham
110,23,22,3,0,0,0,ham
299,56,43,11,1,0,0,ham
112,24,23,77,19,0,3,ham
33,8,8,1,0,0,0,ham
121,25,24,6,0,0,4,ham
33,4,4,2,0,0,0,ham
24,5,5,1,0,0,0,ham
197,31,29,8,0,0,16,spam
163,28,24,3,0,0,0,ham
35,9,9,1,0,0,1,ham
89,20,17,4,0,0,0,ham
45,8,8,1,0,0,0,ham
82,20,15,1,0,0,2,ham
276,62,28,33,4,0,0,ham
15,4,4,1,0,0,0,ham
115,25,20,4,0,0,0,ham
149,31,29,11,0,0,3,spam
26,5,5,1,0,0,0,ham
30,6,6,2,0,0,0,ham
230,45,41,5,0,0,0,ham
54,9,9,3,0,0,0,ham
109,24,20,3,0,0,0,ham
139,26,25,4,1,0,22,spam
38,6,6,1,0,0,0,ham
26,7,7,1,0,0,0,ham
71,15,14,2,0,0,0,ham
46,11,10,2,0,0,0,ham
37,9,8,3,0,0,0,ham
61,13,13,2,0,0,0,ham
51,9,9,2,0,0,0,ham
146,33,29,1,0,0,1,ham
43,9,9,1,0,0,1,ham
215,44,38,7,0,0,0,ham
45,11,11,2,0,0,0,ham
107,25,24,2,0,0,0,ham
159,27,25,14,1,2,13,spam
101,19,18,5,0,0,0,ham
51,10,10,1,0,0,0,ham
30,7,7,1,0,0,0,ham
152,29,27,15,2,1,23,spam
151,21,20,18,1,1,18,spam
67,14,13,3,0,0,0,ham
41,8,8,2,0,0,1,ham
157,29,26,1,0,0,1,ham
146,28,27,18,3,0,5,spam
22,5,5,2,0,0,0,ham
18,4,4,14,3,0,0,ham
86,18,16,3,0,0,0,ham
100,21,18,3,0,0,1,ham
156,31,28,3,0,0,0,ham
49,9,9,1,0,0,0,ham
102,15,15,1,0,0,0,ham
125,30,24,4,0,0,1,ham
164,34,30,3,0,0,3,ham
74,17,17,2,0,0,0,ham
37,6,6,1,0,0,16,spam
49,12,12,1,0,0,0,ham
38,8,8,2,0,0,0,ham
160,27,27,22,3,0,14,spam
35,7,7,1,0,0,0,ham
69,13,13,3,0,0,0,ham
39,7,7,1,0,0,0,ham
147,27,27,23,2,0,23,spam
64,13,13,12,2,0,2,spam
74,19,18,2,0,0,1,ham
94,20,16,4,0,0,0,ham
29,7,7,1,0,0,1,ham
141,23,23,15,2,0,2,spam
38,8,7,1,0,0,0,ham
49,10,10,2,0,0,0,ham
49,10,10,37,8,0,2,ham
77,19,17,2,0,0,2,ham
45,9,9,1,0,0,0,ham
64,17,16,1,0,0,1,ham
39,4,4,1,0,0,0,ham
90,20,18,2,0,0,0,ham
26,8,8,1,0,0,0,ham
36,9,9,1,0,0,0,ham
113,22,20,5,0,0,0,ham
30,7,7,2,0,0,1,ham
33,7,7,2,0,0,0,ham
154,31,23,5,0,0,0,ham
78,16,15,3,0,0,0,ham
78,15,15,2,0,0,0,ham
56,15,14,2,0,0,0,ham
47,8,8,1,0,0,0,ham
32,7,7,1,0,0,0,ham
120,21,19,8,1,1,12,spam
117,25,19,86,17,0,0,ham
26,5,5,1,0,0,0,ham
166,33,32,3,0,0,0,ham
35,7,7,1,0,0,0,ham
37,7,7,1,0,0,0,ham
67,15,13,1,0,0,0,ham
47,9,9,2,0,0,0,ham
23,5,5,2,0,0,0,ham
65,17,14,4,0,0,0,ham
156,28,20,14,0,0,1,ham
31,8,8,2,0,0,1,ham
66,11,11,0,0,0,0,ham
37,9,8,1,0,0,0,ham
36,8,7,1,0,0,0,ham
156,27,25,22,3,3,20,spam
180,33,28,6,0,0,0,ham
67,13,13,3,0,0,1,ham
131,29,26,35,7,3,13,spam
48,11,11,2,0,0,0,ham
81,16,16,1,0,0,0,ham
26,4,4,1,0,0,0,ham
93,18,16,2,0,0,0,ham
129,28,26,3,0,0,0,ham
74,14,14,2,0,1,14,spam
149,32,22,7,0,0,0,ham
24,5,5,1,0,0,0,ham
108,24,22,5,0,0,0,ham
111,20,20,7,0,0,5,spam
74,14,14,3,0,0,0,ham
24,7,7,2,0,0,0,ham
132,27,24,5,1,0,12,spam
19,3,3,2,0,0,0,ham
50,12,12,2,0,0,0,ham
111,22,21,3,0,0,0,ham
49,10,10,1,0,0,0,ham
23,4,4,1,0,0,0,ham
36,8,8,1,0,0,0,ham
84,15,15,2,0,0,0,ham
149,26,25,10,0,0,14,spam
82,18,17,2,0,0,0,ham
54,9,9,2,0,0,0,ham
96,23,18,2,0,0,0,ham
33,9,9,1,0,0,0,ham
159,32,30,22,3,1,13,spam
156,31,27,11,1,0,1,ham
155,31,29,7,0,0,6,spam
101,26,23,1,0,0,0,ham
34,9,9,1,0,0,0,ham
329,61,51,6,0,0,0,ham
37,9,9,2,0,0,0,ham
133,28,24,15,0,0,8,spam
132,21,21,4,0,0,14,spam
47,7,7,1,0,0,0,ham
44,9,9,1,0,0,0,ham
43,9,9,3,0,0,0,ham
83,15,15,13,3,1,0,spam
149,33,20,1,0,0,1,ham
24,5,5,1,0,0,0,ham
49,10,10,2,0,0,2,ham
51,10,10,2,0,0,0,ham
22,5,5,2,0,0,0,ham
43,9,9,2,0,0,0,ham
39,10,10,1,0,0,0,ham
136,23,23,17,1,0,29,spam
110,21,20,4,0,0,0,ham
52,13,13,2,0,0,2,ham
58,12,12,1,0,0,0,ham
52,11,11,1,0,0,0,ham
42,9,9,4,0,0,0,ham
14,3,3,1,0,0,0,ham
18,2,2,0,0,0,5,spam
148,30,26,14,3,0,10,spam
117,23,21,4,0,0,0,ham
16,2,2,2,0,0,0,ham
159,29,29,23,2,0,19,spam
46,11,10,1,0,0,0,ham
144,25,21,0,0,0,0,ham
73,12,12,1,0,0,0,ham
90,19,19,2,0,0,0,ham
22,6,5,1,0,0,0,ham
38,7,6,2,0,0,0,ham
113,25,23,3,0,0,0,ham
86,16,15,2,0,0,0,ham
140,25,24,8,0,0,17,spam
29,6,6,1,0,0,0,ham
27,4,4,23,4,0,0,ham
89,17,16,3,0,0,0,ham
57,15,12,41,9,0,2,ham
124,24,20,1,0,0,0,ham
97,20,19,12,1,0,24,spam
42,8,8,1,0,0,0,ham
10,3,3,1,0,0,0,ham
28,7,7,1,0,0,0,ham
143,27,27,20,4,0,31,spam
32,7,7,2,0,0,0,ham
35,8,8,1,0,0,0,ham
29,6,6,1,0,0,0,ham
40,8,8,1,0,0,0,ham
120,29,25,84,20,0,3,ham
117,22,21,2,0,0,0,ham
159,31,27,4,0,0,1,ham
338,70,58,4,0,0,1,ham
22,5,5,1,0,0,0,ham
97,19,17,3,0,0,0,ham
158,26,23,127,25,0,0,ham
26,6,6,1,0,0,0,ham
33,9,9,1,0,0,0,ham
85,17,15,3,0,0,0,ham
89,18,18,5,0,0,1,ham
147,25,25,20,3,0,24,spam
23,6,6,1,0,0,0,ham
302,63,49,11,1,0,3,ham
136,26,26,11,0,0,9,ham
64,15,14,2,0,0,1,ham
25,3,3,1,0,0,0,ham
64,12,12,8,1,0,0,ham
24,4,4,4,0,0,0,ham
34,8,8,2,0,0,0,ham
82,17,13,3,0,0,0,ham
278,55,38,22,2,0,1,ham
137,26,26,5,0,0,0,ham
47,9,9,3,0,0,0,ham
89,17,17,3,0,0,0,ham
78,16,16,2,0,0,4,ham
36,7,7,1,0,0,0,ham
73,12,11,3,0,0,0,ham
120,22,20,19,3,0,19,spam
59,12,12,1,0,0,0,ham
144,24,24,21,2,0,24,spam
43,9,9,1,0,0,0,ham
32,8,7,1,0,1,0,ham
55,13,12,2,0,0,0,ham
83,20,20,3,0,0,0,ham
22,5,5,2,0,0,0,ham
29,8,8,1,0,0,1,ham
101,19,16,9,0,0,17,spam
31,6,6,1,0,0,0,ham
30,7,7,1,0,0,0,ham
46,9,9,2,0,0,2,ham
27,6,6,1,0,0,0,ham
156,35,30,5,0,0,15,spam
28,7,7,1,0,0,0,ham
45,11,11,2,0,0,0,ham
243,53,39,4,0,0,0,ham
148,29,24,5,0,0,0,ham
55,10,10,2,0,0,0,ham
126,20,17,1,0,0,0,ham
153,26,23,9,0,0,1,ham
47,9,9,2,0,0,0,ham
153,29,27,6,0,0,15,spam
126,28,28,14,2,0,8,spam
33,7,7,1,0,0,0,ham
148,33,26,5,0,0,0,ham
44,11,11,2,0,0,0,ham
62,12,12,2,0,0,0,ham
144,24,24,21,2,0,24,spam
8,1,1,1,0,0,0,ham
17,4,4,1,0,0,0,ham
51,10,10,4,0,0,0,ham
27,7,7,2,0,0,0,ham
32,6,6,25,6,0,0,ham
111,16,16,6,1,0,23,spam
152,29,28,17,2,0,21,spam
7,1,1,1,0,0,0,ham
24,5,5,1,0,0,0,ham
127,25,23,3,0,0,0,ham
89,19,18,2,0,0,8,ham
44,9,9,1,0,0,0,ham
24,6,6,1,0,0,0,ham
109,26,22,3,0,0,2,ham
59,12,11,1,0,0,0,ham
179,34,32,3,0,0,0,ham
165,36,32,18,2,1,23,spam
38,9,9,1,0,0,0,ham
25,5,5,2,0,0,0,ham
78,17,14,2,0,0,0,ham
135,22,20,5,0,0,0,ham
24,4,4,1,0,0,0,ham
24,5,5,1,0,0,0,ham
49,9,8,3,0,0,0,ham
86,17,16,2,0,0,0,ham
34,8,8,1,0,0,0,ham
74,17,16,4,0,0,0,ham
33,9,9,1,0,0,0,ham
31,5,5,1,0,0,0,ham
19,4,4,1,0,0,0,ham
25,6,6,1,0,0,0,ham
30,8,8,1,0,0,1,ham
159,30,27,14,2,0,13,spam
141,34,29,4,0,0,1,ham
159,31,26,3,0,0,23,spam
33,8,8,1,0,0,2,ham
33,5,5,1,0,0,0,ham
52,9,9,1,0,0,0,ham
99,24,22,3,0,0,0,ham
77,17,17,4,0,0,0,ham
141,31,22,6,0,0,0,ham
32,7,7,1,0,0,0,ham
151,26,22,3,0,0,5,ham
88,17,17,3,0,0,2,ham
45,10,8,1,0,0,0,ham
30,6,6,2,0,0,0,ham
149,34,28,23,3,0,4,spam
41,10,10,1,0,0,1,ham
96,20,19,3,0,0,0,ham
62,10,10,1,0,0,0,ham
234,46,41,4,0,0,0,ham
49,11,11,1,0,0,0,ham
63,11,11,3,0,0,1,spam
86,13,13,11,1,0,11,spam
30,5,5,1,0,0,0,ham
147,29,28,7,0,0,14,spam
45,11,11,1,0,0,1,ham
212,40,36,49,7,0,0,ham
126,22,20,2,0,0,0,ham
87,17,16,71,17,0,0,ham
107,22,21,4,1,0,0,ham
23,4,4,1,0,0,0,ham
37,7,7,1,0,0,0,ham
27,6,6,1,0,0,0,ham
54,12,12,2,0,0,0,ham
43,9,9,2,0,0,0,ham
62,14,13,1,0,0,2,ham
73,13,13,4,0,0,1,ham
137,22,20,13,1,0,10,spam
51,9,9,2,0,0,0,ham
50,9,9,2,0,0,0,ham
21,5,5,2,0,0,0,ham
72,13,13,48,9,0,0,ham
29,6,6,1,0,0,0,ham
28,6,6,1,0,0,0,ham
54,11,11,2,0,0,0,ham
77,16,14,2,0,0,0,ham
66,14,14,3,0,0,0,ham
72,19,16,3,0,0,1,ham
87,17,15,1,0,0,0,ham
159,32,28,11,1,0,0,ham
36,10,10,1,0,0,2,ham
102,21,21,3,0,0,0,ham
151,24,20,24,3,0,0,ham
83,17,15,1,0,0,0,ham
200,43,39,4,0,0,1,ham
134,29,26,2,0,0,0,ham
191,38,31,3,0,0,0,ham
7,1,1,1,0,0,0,ham
17,4,4,12,2,0,1,ham
35,8,7,1,0,0,0,ham
58,13,13,3,0,0,0,ham
61,14,13,1,0,0,0,ham
34,8,8,2,0,0,0,ham
52,11,11,1,0,0,0,ham
105,20,17,2,0,0,0,ham
244,49,38,4,0,0,0,ham
127,26,25,95,23,0,2,ham
237,47,36,7,0,0,0,ham
22,4,4,1,0,0,0,ham
157,31,23,7,0,0,0,ham
51,10,10,0,0,0,0,ham
34,8,8,1,0,0,0,ham
80,19,19,1,0,0,0,ham
33,7,7,2,0,0,0,ham
101,22,19,3,0,0,0,ham
163,32,30,2,0,0,1,ham
47,10,10,1,0,0,0,ham
30,8,8,2,0,1,0,ham
155,29,27,15,3,0,0,ham
65,12,12,2,0,0,1,ham
156,24,24,24,3,0,18,spam
15,4,4,1,0,0,0,ham
55,13,13,1,0,0,0,ham
159,26,26,18,2,0,24,spam
143,26,26,41,5,0,23,spam
41,8,8,1,0,0,0,ham
202,42,31,3,0,0,0,ham
37,7,7,2,0,0,0,ham
24,6,6,2,0,0,0,ham
159,24,24,12,1,1,15,spam
34,6,6,1,0,0,0,ham
63,13,13,2,0,0,0,ham
58,13,13,1,0,0,0,ham
38,8,8,3,0,0,0,ham
122,25,18,5,0,0,0,ham
54,11,11,2,0,0,0,ham
28,8,8,1,0,0,0,ham
49,10,10,2,0,0,0,ham
21,6,6,2,0,0,0,ham
132,26,24,11,2,0,19,spam
42,9,9,2,0,0,0,ham
29,7,7,1,0,0,0,ham
36,9,9,1,0,0,0,ham
136,24,24,14,0,0,3,spam
30,7,7,1,0,0,0,ham
29,7,7,1,0,0,0,ham
36,8,8,1,0,0,0,ham
65,13,13,3,0,0,1,ham
65,13,12,2,0,0,0,ham
40,8,8,32,7,0,0,ham
135,26,24,16,2,1,14,spam
71,14,13,3,0,0,0,ham
43,11,11,2,0,0,0,ham
41,8,8,1,0,0,0,ham
54,13,12,2,0,0,0,ham
56,13,13,2,0,0,0,ham
27,5,5,1,0,0,0,ham
20,6,5,1,0,0,1,ham
45,8,7,1,0,0,0,ham
33,5,5,1,0,0,0,ham
60,12,12,1,0,0,1,ham
69,16,16,1,0,0,1,ham
22,6,6,1,0,0,0,ham
66,12,11,3,0,0,0,ham
37,10,10,1,0,0,0,ham
175,36,33,4,0,0,0,ham
157,29,29,25,1,0,26,spam
122,25,24,5,1,0,0,ham
159,30,30,24,3,0,30,spam
51,11,11,2,0,0,0,ham
24,6,6,2,0,0,0,ham
57,12,12,2,0,0,0,ham
25,5,5,2,0,0,0,ham
36,7,7,1,0,0,0,ham
45,10,10,2,0,0,0,ham
10,2,2,1,0,0,0,ham
47,10,10,2,0,0,0,ham
23,5,5,2,0,0,0,ham
160,34,33,4,0,0,0,ham
29,5,5,1,0,0,0,ham
34,9,9,1,0,0,0,ham
158,30,30,9,1,0,23,spam
160,34,30,5,0,0,0,ham
119,27,23,1,0,0,0,ham
24,5,5,1,0,0,0,ham
41,8,8,0,0,0,0,ham
87,17,17,3,0,0,0,ham
176,31,21,10,0,0,0,ham
27,6,6,1,0,0,0,ham
41,7,7,6,1,0,0,spam
36,7,7,1,0,0,0,ham
35,7,7,27,6,0,0,ham
54,12,9,2,0,0,0,ham
69,12,12,1,0,0,1,ham
26,5,5,1,0,0,0,ham
24,5,5,1,0,0,0,ham
30,7,7,2,0,0,0,ham
33,6,6,2,0,0,0,ham
108,22,22,1,0,0,0,ham
142,33,30,104,24,0,3,ham
40,10,10,2,0,0,1,ham
136,22,20,6,0,0,1,ham
32,6,6,2,0,0,0,ham
154,34,33,29,6,1,21,spam
23,4,4,1,0,0,0,ham
23,4,4,1,0,0,0,ham
112,22,22,4,0,0,0,ham
153,31,22,8,0,0,0,ham
42,9,9,1,0,0,0,ham
91,19,17,5,0,0,0,ham
158,28,27,21,3,0,14,spam
38,6,6,1,0,0,0,ham
51,11,11,2,0,0,0,ham
49,11,9,3,0,0,0,ham
82,17,16,1,0,0,0,ham
31,5,5,1,0,0,0,ham
66,10,9,3,0,0,0,ham
77,17,16,3,0,0,0,ham
40,6,6,2,0,0,0,ham
129,25,18,10,0,0,0,ham
79,20,19,2,0,0,0,ham
148,33,28,8,0,0,0,ham
120,20,20,6,0,0,0,ham
110,15,15,11,0,0,19,spam
26,6,6,1,0,0,0,ham
156,27,26,3,0,0,21,spam
145,29,24,11,1,0,13,spam
13,3,3,2,0,0,0,ham
35,7,7,0,0,0,0,ham
34,6,6,1,0,0,0,ham
162,33,32,16,2,0,25,spam
119,23,20,3,0,0,0,ham
278,55,38,22,2,0,1,ham
162,38,35,3,0,0,0,ham
175,33,29,5,1,0,0,ham
30,6,6,2,0,0,0,ham
26,6,6,1,0,0,0,ham
157,31,27,7,0,0,1,ham
131,27,26,2,0,0,1,ham
30,7,7,1,0,0,0,ham
149,27,26,13,2,0,22,spam
81,16,15,2,0,0,0,ham
131,24,23,5,0,0,0,ham
26,5,5,1,0,0,1,ham
133,28,24,3,0,0,0,ham
73,14,14,55,11,0,1,ham
56,9,9,1,0,0,0,ham
22,6,6,1,0,0,0,ham
154,37,33,3,0,0,1,ham
59,9,9,0,0,0,21,spam
22,5,5,1,0,0,1,ham
42,12,11,1,0,0,6,ham
92,20,18,3,0,0,1,ham
109,24,23,2,0,0,0,ham
48,11,10,0,0,0,0,ham
92,20,18,4,0,0,0,ham
153,29,26,2,0,0,22,spam
36,7,7,1,0,0,0,ham
54,10,10,2,0,0,1,ham
71,15,12,2,0,0,0,ham
133,23,22,5,0,0,0,ham
123,30,28,4,0,0,1,ham
132,26,21,5,0,0,0,ham
143,28,26,17,2,1,14,spam
158,29,29,20,2,0,17,spam
79,14,14,2,0,0,0,ham
23,5,5,1,0,0,0,ham
45,10,10,2,0,0,0,ham
70,14,14,1,0,0,0,ham
57,12,11,3,0,0,0,ham
53,10,10,3,0,0,0,ham
72,15,15,1,0,0,0,ham
76,13,13,2,0,0,0,ham
36,7,7,1,0,0,0,ham
75,16,15,1,0,0,0,ham
170,30,30,7,1,0,41,spam
134,34,28,3,0,0,4,ham
160,33,24,10,0,0,0,ham
53,10,10,3,0,0,0,ham
38,9,9,1,0,0,0,ham
5,1,1,1,0,0,0,ham
159,29,27,20,3,1,19,spam
65,13,13,3,0,0,0,ham
155,28,25,13,2,0,1,spam
104,22,20,27,7,0,10,spam
75,17,16,4,0,0,0,ham
35,9,9,1,0,0,0,ham
32,7,7,2,0,0,0,ham
75,13,13,2,0,0,0,ham
33,8,8,3,0,0,0,ham
35,9,9,1,0,0,2,ham
148,31,27,28,5,0,0,ham
152,31,20,6,0,0,0,ham
26,4,4,1,0,0,0,ham
121,29,28,1,0,0,2,ham
24,6,6,1,0,0,0,ham
98,18,18,19,1,0,0,ham
102,20,18,1,0,0,0,ham
146,31,30,4,0,0,0,ham
38,9,9,2,0,0,0,ham
25,6,6,2,0,0,0,ham
27,5,5,1,0,0,0,ham
35,8,8,2,0,0,0,ham
20,3,3,0,0,0,0,ham
59,11,11,2,0,0,0,ham
28,5,5,1,0,0,0,ham
43,7,7,2,0,0,0,ham
77,15,15,1,0,0,0,ham
160,32,28,13,3,1,26,spam
224,40,38,14,2,0,23,spam
22,5,5,1,0,0,0,ham
89,15,15,8,2,0,20,spam
29,6,6,2,0,0,0,ham
156,28,24,16,2,0,7,spam
27,7,7,1,0,0,1,ham
20,5,5,2,0,0,3,ham
71,15,15,1,0,0,0,ham
23,4,4,1,0,0,0,ham
37,6,6,2,0,0,0,ham
27,7,7,1,0,0,0,ham
65,12,12,1,0,0,0,ham
58,13,13,2,0,0,0,ham
35,9,8,1,0,0,0,ham
162,26,25,20,2,0,5,spam
31,6,6,1,0,0,0,ham
32,5,4,1,0,0,0,ham
23,4,4,1,0,0,0,ham
30,5,5,1,0,0,0,ham
85,18,17,3,0,0,0,ham
138,34,31,2,0,0,1,ham
70,15,14,1,0,0,0,ham
106,17,17,9,0,0,11,spam
141,31,22,6,0,0,0,ham
24,4,4,1,0,0,0,ham
159,33,30,8,2,0,19,spam
115,24,23,5,0,0,0,ham
129,19,18,6,0,0,17,spam
158,36,31,20,3,0,16,spam
144,26,24,5,0,2,15,spam
40,9,9,2,0,0,1,ham
148,26,24,4,0,0,0,ham
32,7,7,1,0,0,0,ham
24,5,5,1,0,0,0,ham
185,35,35,7,1,0,0,ham
138,28,23,4,0,0,0,ham
93,20,20,2,0,0,0,ham
36,7,6,2,0,0,0,ham
450,97,75,14,0,1,4,ham
32,8,8,1,0,0,1,ham
82,17,16,1,0,0,0,ham
28,7,7,1,0,0,0,ham
153,29,27,6,0,0,15,spam
104,17,17,3,0,0,0,ham
158,30,29,25,5,0,28,spam
173,28,27,8,0,3,33,spam
34,6,6,1,0,0,0,ham
47,7,7,1,0,0,0,ham
123,28,27,4,0,0,0,ham
158,27,27,12,1,0,19,spam
158,27,25,13,1,2,13,spam
87,17,17,2,0,0,0,ham
135,23,23,17,1,0,28,spam
162,33,30,18,2,1,19,spam
99,20,20,1,0,0,0,ham
73,18,16,3,0,0,0,ham
57,13,13,1,0,0,1,ham
57,10,10,2,0,0,0,ham
144,26,23,1,0,0,0,ham
25,5,5,1,0,0,0,ham
31,7,7,1,0,0,0,ham
26,5,5,3,0,0,0,ham
52,10,10,1,0,0,0,ham
115,24,23,4,0,0,0,ham
122,18,16,5,0,0,0,ham
51,12,12,2,0,0,0,ham
83,17,16,4,0,0,0,ham
51,11,11,2,0,0,0,ham
82,22,19,3,0,0,0,ham
151,29,27,5,0,0,0,ham
34,8,8,1,0,0,0,ham
28,6,6,1,0,0,0,ham
25,5,5,2,0,0,0,ham
69,17,17,3,0,0,11,ham
119,23,21,2,0,0,0,ham
51,11,10,3,0,0,0,ham
59,13,13,2,0,0,0,ham
38,8,8,1,0,0,0,ham
42,9,9,1,0,0,0,ham
19,4,4,1,0,0,0,ham
120,22,20,19,3,0,19,spam
